Gender,Customer,Age,Distance,Wifi,DepartureAndArrivalTimeConvenient,EaseOnlineBooking,GateLocation,FoodDrink,OnlineBoarding,SeatComfort,InflightEntertainment,OnboardService,LegRoom,BaggageHandling,Checkin,InflightService,Cleanliness,DepartureDelayMin,ArrivalDelayMin,Satisfaction
Female,Loyal Customer,22,468,1,2,2,2,1,1,3,1,4,3,3,4,4,1,12,20.0,neutral or dissatisfied
Female,Loyal Customer,39,227,2,4,2,1,5,2,5,5,4,4,4,5,4,5,0,0.0,neutral or dissatisfied
Male,disloyal Customer,27,429,4,4,4,5,5,4,5,5,1,1,2,3,2,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,61,1024,3,4,4,2,4,5,4,5,5,4,5,3,5,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,18,106,1,3,2,3,1,2,4,1,1,3,3,3,4,1,33,25.0,neutral or dissatisfied
Male,Loyal Customer,51,447,3,2,5,2,3,3,3,3,4,1,2,5,3,3,0,1.0,satisfied
Female,Loyal Customer,28,236,0,0,0,3,3,3,3,3,3,4,2,1,1,3,0,0.0,satisfied
Female,Loyal Customer,45,1521,2,3,3,3,1,2,3,2,2,2,2,3,2,3,0,7.0,neutral or dissatisfied
Male,Loyal Customer,40,130,1,4,1,2,2,1,2,2,4,3,3,3,5,2,1,9.0,neutral or dissatisfied
Female,Loyal Customer,41,820,2,4,4,4,4,2,1,2,2,2,2,1,2,4,0,0.0,satisfied
Male,Loyal Customer,20,493,2,4,4,4,2,2,1,2,4,4,2,3,2,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,42,1096,3,2,3,2,1,1,2,3,3,3,3,1,3,1,0,2.0,neutral or dissatisfied
Female,Loyal Customer,18,2075,2,3,2,3,5,2,1,5,2,2,3,3,3,5,0,10.0,neutral or dissatisfied
Male,Loyal Customer,23,234,4,5,4,3,1,4,1,1,5,3,3,1,2,1,1,20.0,neutral or dissatisfied
Female,Loyal Customer,24,264,2,5,2,2,2,2,2,2,4,2,1,5,2,2,15,9.0,neutral or dissatisfied
Female,Loyal Customer,62,1310,3,4,3,4,5,5,4,3,3,3,3,5,3,5,62,44.0,neutral or dissatisfied
Female,Loyal Customer,52,604,3,1,1,1,2,4,3,3,3,3,3,2,3,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,19,1635,2,5,2,3,1,2,1,1,5,2,3,5,5,1,0,27.0,neutral or dissatisfied
Male,Loyal Customer,46,867,3,4,4,4,3,3,3,3,4,2,4,5,5,3,6,9.0,satisfied
Female,Loyal Customer,25,1056,4,4,4,4,4,4,4,4,1,5,5,3,3,4,0,0.0,satisfied
Male,Loyal Customer,41,280,2,1,4,1,3,2,3,3,4,5,4,4,4,3,17,6.0,neutral or dissatisfied
Female,Loyal Customer,12,650,3,5,5,5,3,3,1,3,3,5,4,2,4,3,0,12.0,neutral or dissatisfied
Female,disloyal Customer,30,794,1,1,1,3,1,1,4,1,3,1,3,4,4,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,52,612,3,3,3,1,4,3,4,4,4,4,5,5,3,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,57,668,3,2,2,2,3,3,3,3,1,3,4,3,3,3,17,10.0,neutral or dissatisfied
Female,Loyal Customer,29,679,1,4,1,1,5,1,5,5,5,2,4,3,5,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,32,632,3,4,3,3,3,3,3,3,4,2,3,4,4,3,0,15.0,neutral or dissatisfied
Male,Loyal Customer,51,352,2,5,2,3,2,2,2,2,3,5,4,4,5,2,3,3.0,neutral or dissatisfied
Female,Loyal Customer,48,1972,3,2,4,4,4,2,3,3,3,3,3,3,3,2,59,58.0,neutral or dissatisfied
Female,Loyal Customer,52,1013,1,4,1,1,2,2,3,2,2,1,2,5,2,5,5,0.0,neutral or dissatisfied
Female,Loyal Customer,21,533,2,5,2,3,5,2,5,5,5,4,5,4,5,5,39,43.0,neutral or dissatisfied
Male,Loyal Customer,47,565,5,4,5,4,5,5,5,5,3,1,2,1,3,5,0,0.0,satisfied
Female,Loyal Customer,34,534,3,4,3,2,2,3,2,2,5,3,5,5,5,2,12,0.0,neutral or dissatisfied
Male,Loyal Customer,53,944,2,2,2,2,2,2,2,2,4,3,3,1,4,2,9,10.0,neutral or dissatisfied
Male,Loyal Customer,31,802,2,5,5,5,2,2,2,2,2,5,3,2,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,62,748,1,4,1,1,3,5,5,3,3,1,3,2,3,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,62,1055,2,4,2,3,3,5,5,3,3,2,2,3,3,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,51,693,4,1,4,4,2,3,4,5,5,4,5,2,5,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,38,1535,3,4,3,1,1,3,1,1,4,3,3,3,4,1,11,24.0,neutral or dissatisfied
Female,Loyal Customer,57,474,4,2,4,4,5,4,3,1,1,4,1,4,1,2,6,0.0,neutral or dissatisfied
Female,Loyal Customer,14,351,3,5,3,1,3,3,4,3,3,3,4,4,5,3,0,0.0,neutral or dissatisfied
Female,disloyal Customer,58,265,2,3,3,3,3,2,3,3,4,5,2,4,3,3,0,3.0,neutral or dissatisfied
Female,disloyal Customer,23,697,4,0,4,4,2,4,4,2,2,5,1,5,5,2,0,0.0,satisfied
Female,Loyal Customer,35,259,1,4,3,4,1,1,1,1,4,3,3,4,3,1,9,8.0,neutral or dissatisfied
Female,Loyal Customer,45,1053,2,4,2,3,4,5,5,3,3,2,3,5,3,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,37,377,3,4,4,4,3,3,3,3,4,1,4,1,4,3,32,13.0,neutral or dissatisfied
Male,Loyal Customer,18,1299,2,2,2,4,5,2,3,5,2,4,4,2,4,5,1,0.0,neutral or dissatisfied
Female,Loyal Customer,42,1491,2,1,2,1,1,2,1,2,2,2,2,3,2,3,6,0.0,neutral or dissatisfied
Male,Loyal Customer,69,1055,2,5,2,3,2,2,2,2,4,5,5,3,5,2,0,0.0,neutral or dissatisfied
Female,disloyal Customer,20,337,2,1,2,3,2,2,2,2,1,2,2,1,2,2,14,32.0,neutral or dissatisfied
Female,Loyal Customer,35,685,3,3,3,4,5,3,4,5,3,4,3,2,3,5,0,10.0,neutral or dissatisfied
Male,Loyal Customer,47,209,3,5,5,5,3,3,3,3,1,1,1,3,2,3,34,20.0,satisfied
Female,disloyal Customer,42,223,1,1,1,1,3,1,3,3,5,5,1,5,4,3,32,21.0,neutral or dissatisfied
Male,Loyal Customer,43,414,4,3,4,2,5,4,5,5,1,4,5,5,4,5,0,0.0,neutral or dissatisfied
Female,disloyal Customer,44,692,1,1,1,4,2,1,2,2,5,2,4,1,4,2,8,0.0,neutral or dissatisfied
Male,Loyal Customer,50,642,4,3,5,2,4,5,4,4,4,1,1,1,5,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,60,337,1,3,1,3,3,1,3,3,1,4,2,2,1,3,0,0.0,neutral or dissatisfied
Female,disloyal Customer,8,802,3,2,3,4,3,3,3,3,1,3,3,2,3,3,45,38.0,neutral or dissatisfied
Male,Loyal Customer,34,164,3,4,3,3,1,3,1,1,3,5,4,5,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,43,73,4,4,4,4,4,3,2,4,4,4,4,3,4,2,0,0.0,satisfied
Male,Loyal Customer,57,448,1,5,5,5,1,1,1,1,1,2,3,2,2,1,11,10.0,neutral or dissatisfied
Female,disloyal Customer,43,453,5,5,5,1,4,5,4,4,2,3,3,5,4,4,0,0.0,satisfied
Male,Loyal Customer,62,2454,1,5,1,3,4,1,4,4,5,4,3,4,4,4,50,92.0,neutral or dissatisfied
Female,Loyal Customer,30,829,3,2,2,2,3,3,3,3,2,1,3,4,3,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,31,862,5,1,1,1,5,5,5,5,3,5,1,3,3,5,0,9.0,satisfied
Female,Loyal Customer,18,587,1,4,1,1,5,1,5,5,4,2,4,5,5,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,47,641,4,4,4,4,4,4,4,4,5,3,4,4,2,4,168,163.0,neutral or dissatisfied
Female,Loyal Customer,53,622,1,4,1,1,3,5,4,3,3,1,3,3,3,3,36,61.0,neutral or dissatisfied
Male,Loyal Customer,12,2422,2,5,2,4,2,3,3,4,4,4,5,3,5,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,27,602,1,4,4,4,1,1,1,1,3,3,1,4,1,1,5,0.0,neutral or dissatisfied
Female,Loyal Customer,59,447,2,2,2,2,2,3,3,5,5,2,5,2,5,3,6,9.0,neutral or dissatisfied
Female,Loyal Customer,68,102,1,5,1,4,4,5,1,5,5,1,4,2,5,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,37,519,2,4,2,3,3,2,3,3,3,5,4,3,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,36,1222,2,1,3,4,4,3,4,4,1,1,3,3,3,4,2,0.0,neutral or dissatisfied
Male,Loyal Customer,19,516,5,4,4,4,5,5,4,5,2,1,2,5,4,5,8,0.0,satisfied
Female,Loyal Customer,40,594,4,3,3,3,4,4,4,4,3,2,1,3,1,4,0,17.0,satisfied
Male,Loyal Customer,55,264,2,2,2,2,2,2,2,2,4,3,2,2,5,2,0,0.0,satisfied
Female,Loyal Customer,67,631,3,4,3,2,5,5,5,4,4,3,4,3,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,31,764,2,4,1,4,2,2,2,2,1,2,3,1,4,2,74,50.0,neutral or dissatisfied
Male,Loyal Customer,40,931,3,4,1,1,3,3,3,3,2,5,3,2,3,3,3,6.0,neutral or dissatisfied
Male,Loyal Customer,59,541,4,4,3,3,5,3,5,5,5,2,4,5,5,5,29,19.0,neutral or dissatisfied
Male,Loyal Customer,47,137,1,2,2,2,1,1,1,1,3,3,3,2,3,1,55,43.0,neutral or dissatisfied
Female,disloyal Customer,36,337,2,2,2,4,3,2,3,3,3,2,4,2,3,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,26,489,5,4,4,4,5,5,4,5,4,2,2,2,3,5,57,44.0,satisfied
Female,disloyal Customer,52,752,4,4,4,4,4,4,4,4,3,1,4,1,3,4,36,21.0,neutral or dissatisfied
Female,Loyal Customer,23,337,2,5,5,5,2,2,2,2,2,3,4,2,4,2,1,3.0,neutral or dissatisfied
Female,Loyal Customer,61,364,2,4,2,4,3,4,5,5,5,2,5,5,5,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,51,403,5,4,4,4,3,3,3,5,5,5,5,2,5,4,69,79.0,satisfied
Male,Loyal Customer,47,319,4,1,4,3,4,4,4,4,3,4,3,1,4,4,0,2.0,satisfied
Female,Loyal Customer,25,693,2,4,4,4,2,1,2,1,4,2,3,2,4,2,32,155.0,neutral or dissatisfied
Female,Loyal Customer,37,236,3,1,4,1,3,3,3,3,4,3,3,3,3,3,1,0.0,neutral or dissatisfied
Female,disloyal Customer,25,1165,3,3,4,3,4,4,4,4,4,5,4,1,3,4,1,0.0,neutral or dissatisfied
Female,disloyal Customer,26,679,2,0,2,2,2,2,2,2,5,3,2,2,2,2,53,42.0,neutral or dissatisfied
Male,Loyal Customer,78,519,2,3,3,3,2,2,2,2,3,1,4,1,4,2,0,14.0,neutral or dissatisfied
Female,Loyal Customer,17,2402,5,3,3,3,5,5,5,4,3,2,1,5,2,5,0,0.0,satisfied
Female,disloyal Customer,26,266,3,0,3,4,3,3,5,3,2,1,4,3,3,3,0,8.0,neutral or dissatisfied
Male,Loyal Customer,13,862,3,3,3,4,5,3,5,5,3,1,3,1,4,5,1,0.0,neutral or dissatisfied
Female,Loyal Customer,27,1083,2,4,2,2,2,2,2,2,3,5,5,5,4,2,22,26.0,neutral or dissatisfied
Female,Loyal Customer,23,351,3,2,2,2,3,2,4,3,2,2,4,3,3,3,0,67.0,neutral or dissatisfied
Male,Loyal Customer,51,363,5,5,5,5,5,5,5,5,4,1,1,1,1,5,1,42.0,satisfied
Female,Loyal Customer,15,1009,3,2,3,3,2,3,2,2,3,2,3,1,3,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,18,305,3,4,4,4,3,3,1,3,4,1,3,3,4,3,0,8.0,neutral or dissatisfied
Female,disloyal Customer,49,820,2,1,1,3,4,2,2,4,3,3,2,1,2,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,22,926,4,3,3,3,4,4,5,4,2,2,2,1,5,4,0,0.0,satisfied
Female,Loyal Customer,70,495,3,3,2,3,5,4,3,4,4,2,4,4,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,35,2777,2,4,2,3,2,5,5,4,4,4,4,5,4,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,51,1014,5,2,2,2,5,5,5,5,5,1,3,4,2,5,5,5.0,satisfied
Female,Loyal Customer,25,257,3,5,3,1,1,3,1,1,1,1,1,2,5,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,23,689,5,5,5,1,5,5,5,5,3,4,4,3,4,5,0,0.0,satisfied
Female,Loyal Customer,59,828,2,5,2,1,2,4,5,4,4,2,4,5,4,4,58,70.0,neutral or dissatisfied
Male,Loyal Customer,24,692,1,1,1,3,4,1,4,4,1,5,2,1,3,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,19,1111,4,5,5,5,4,3,4,4,4,3,3,4,4,4,55,43.0,neutral or dissatisfied
Female,Loyal Customer,45,283,4,3,3,3,4,4,3,3,3,4,3,4,3,4,50,69.0,neutral or dissatisfied
Male,Loyal Customer,46,1190,5,4,5,4,2,5,2,2,4,5,5,4,4,2,0,0.0,satisfied
Male,Loyal Customer,36,479,3,3,3,3,3,3,3,3,2,5,4,2,4,3,56,46.0,neutral or dissatisfied
Male,Loyal Customer,57,1111,3,5,3,3,2,3,4,2,4,2,4,5,4,2,1,0.0,neutral or dissatisfied
Female,Loyal Customer,33,1562,1,5,1,4,1,1,1,1,5,5,5,3,4,1,58,48.0,neutral or dissatisfied
Female,disloyal Customer,25,337,2,4,2,3,2,5,5,1,5,4,3,5,1,5,146,140.0,neutral or dissatisfied
Male,Loyal Customer,33,2586,2,5,2,5,2,5,5,5,4,4,5,5,5,5,0,24.0,neutral or dissatisfied
Female,Loyal Customer,52,2425,1,4,1,1,2,4,5,1,1,1,1,5,1,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,40,357,5,3,3,3,5,5,5,5,3,5,4,3,1,5,0,0.0,satisfied
Female,disloyal Customer,30,738,2,2,2,3,4,2,3,4,2,3,3,3,3,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,57,337,1,5,1,3,5,3,2,2,2,1,2,3,2,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,48,1085,5,3,5,2,3,4,4,1,1,5,1,5,1,2,0,0.0,satisfied
Female,Loyal Customer,54,748,2,2,2,3,4,3,2,1,1,2,1,4,1,4,0,6.0,neutral or dissatisfied
Male,Loyal Customer,37,370,4,3,1,3,4,4,4,4,2,2,2,5,5,4,0,0.0,satisfied
Female,Loyal Customer,62,349,2,4,2,4,1,3,4,2,2,2,2,1,2,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,34,529,2,4,2,2,2,3,3,3,5,4,5,3,5,3,108,137.0,neutral or dissatisfied
Female,Loyal Customer,33,781,3,3,3,4,3,3,3,3,5,1,1,1,5,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,30,838,4,5,5,5,4,4,4,4,2,2,4,2,1,4,0,0.0,satisfied
Female,Loyal Customer,20,862,2,1,2,2,1,2,1,1,2,1,1,1,1,1,2,0.0,neutral or dissatisfied
Female,Loyal Customer,26,667,5,1,1,1,5,5,3,5,4,2,4,3,4,5,5,0.0,satisfied
Male,Loyal Customer,67,307,2,2,2,2,1,2,1,1,3,2,4,1,4,1,0,0.0,neutral or dissatisfied
Female,disloyal Customer,25,728,2,2,2,3,1,2,1,1,3,4,4,2,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,60,640,3,1,3,2,1,2,2,2,2,3,2,3,2,2,2,0.0,neutral or dissatisfied
Male,Loyal Customer,79,484,3,2,3,2,3,3,3,3,1,3,4,4,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,35,1105,5,3,5,3,3,3,3,3,4,4,4,3,3,3,0,0.0,satisfied
Male,Loyal Customer,51,1201,2,2,2,2,2,2,2,2,1,2,2,5,3,2,0,0.0,satisfied
Male,Loyal Customer,15,1107,0,3,0,1,4,0,4,4,1,4,5,2,3,4,0,0.0,satisfied
Female,Loyal Customer,65,872,4,0,3,1,4,5,5,2,2,3,5,3,2,4,5,2.0,neutral or dissatisfied
Female,Loyal Customer,64,347,4,3,4,4,3,2,3,3,3,4,3,3,3,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,18,695,5,1,5,4,4,5,3,4,2,2,3,1,3,4,0,0.0,satisfied
Female,disloyal Customer,61,370,1,0,0,2,1,1,1,1,3,2,2,3,5,1,0,0.0,neutral or dissatisfied
Male,disloyal Customer,57,191,2,2,2,4,4,2,4,4,3,5,4,2,2,4,14,14.0,neutral or dissatisfied
Female,disloyal Customer,20,270,3,2,3,4,5,3,5,5,2,4,4,4,3,5,0,9.0,neutral or dissatisfied
Female,Loyal Customer,60,650,4,5,5,5,4,5,5,4,4,4,4,1,4,5,0,0.0,satisfied
Male,Loyal Customer,52,679,3,5,3,2,4,3,2,4,4,5,4,5,4,4,0,7.0,neutral or dissatisfied
Male,Loyal Customer,22,1197,4,4,4,4,4,4,5,4,4,4,2,1,5,4,0,0.0,satisfied
Male,Loyal Customer,21,657,1,4,2,4,5,2,3,5,5,2,5,2,4,5,31,16.0,neutral or dissatisfied
Male,Loyal Customer,28,261,4,2,2,2,4,4,4,4,4,4,5,4,1,4,0,0.0,satisfied
Female,Loyal Customer,36,419,1,1,1,4,1,1,1,1,2,3,4,4,4,1,42,57.0,neutral or dissatisfied
Male,Loyal Customer,24,305,0,5,0,4,3,0,4,3,5,1,1,3,4,3,0,3.0,satisfied
Female,Loyal Customer,17,912,3,5,3,1,1,3,1,1,4,4,4,4,4,1,1,21.0,neutral or dissatisfied
Female,Loyal Customer,65,2475,1,4,1,3,5,5,4,1,1,1,1,4,1,3,0,5.0,neutral or dissatisfied
Male,Loyal Customer,8,680,3,4,3,2,1,3,2,1,5,5,4,4,4,1,17,31.0,neutral or dissatisfied
Male,Loyal Customer,41,1464,1,5,1,2,5,1,5,5,5,3,5,5,4,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,53,468,1,5,3,4,5,5,5,1,1,3,1,3,1,5,22,40.0,neutral or dissatisfied
Male,Loyal Customer,20,297,2,4,4,4,2,2,4,2,2,4,3,1,3,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,59,414,2,2,2,3,3,2,3,3,3,1,3,2,3,3,1,8.0,neutral or dissatisfied
Male,Loyal Customer,51,825,2,5,3,5,4,3,4,4,3,3,4,5,5,4,0,0.0,neutral or dissatisfied
Female,disloyal Customer,36,1069,4,4,4,4,2,4,1,2,5,5,5,3,4,2,33,15.0,neutral or dissatisfied
Male,Loyal Customer,30,1195,0,0,0,4,5,0,5,5,1,4,4,4,1,5,2,2.0,satisfied
Male,Loyal Customer,40,175,3,5,3,2,5,3,5,5,3,3,4,5,5,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,10,414,2,4,1,4,2,1,2,2,1,5,5,1,3,2,4,0.0,neutral or dissatisfied
Male,Loyal Customer,64,425,2,2,2,2,2,2,2,2,3,2,2,1,3,2,9,84.0,neutral or dissatisfied
Female,Loyal Customer,38,1363,3,4,3,3,4,3,4,4,5,2,4,3,4,4,19,0.0,neutral or dissatisfied
Female,Loyal Customer,40,543,2,0,2,3,5,2,5,5,4,4,4,5,5,5,13,0.0,neutral or dissatisfied
Male,Loyal Customer,80,406,3,5,5,5,3,3,3,3,2,3,4,3,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,12,453,3,3,3,3,2,3,5,2,2,4,3,2,4,2,0,4.0,neutral or dissatisfied
Male,Loyal Customer,37,108,3,4,4,4,3,3,3,3,2,3,2,2,3,3,13,13.0,neutral or dissatisfied
Female,Loyal Customer,26,507,1,1,1,1,1,1,2,1,1,2,4,1,3,1,93,87.0,neutral or dissatisfied
Female,Loyal Customer,47,749,3,1,3,1,3,4,4,3,3,3,3,2,3,4,50,34.0,neutral or dissatisfied
Female,Loyal Customer,26,184,5,2,2,2,5,4,3,5,1,1,4,2,4,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,44,181,2,2,2,2,2,4,3,2,2,2,2,2,2,1,23,20.0,neutral or dissatisfied
Male,Loyal Customer,27,304,4,3,4,2,1,4,1,1,5,3,2,5,3,1,14,17.0,neutral or dissatisfied
Female,Loyal Customer,18,297,3,5,3,3,2,3,2,2,5,5,4,5,5,2,28,23.0,neutral or dissatisfied
Female,Loyal Customer,67,1085,1,5,1,1,3,5,2,4,4,1,3,4,4,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,36,536,3,4,3,3,4,3,4,4,5,5,5,5,5,4,19,13.0,neutral or dissatisfied
Female,Loyal Customer,22,641,1,5,4,5,1,1,3,1,3,2,3,2,4,1,9,0.0,neutral or dissatisfied
Male,Loyal Customer,33,449,4,2,2,2,4,4,4,4,2,3,4,2,5,4,0,0.0,satisfied
Female,Loyal Customer,14,1117,3,4,3,1,4,3,4,4,5,4,5,4,5,4,50,26.0,neutral or dissatisfied
Female,Loyal Customer,42,591,4,3,1,1,1,3,2,4,4,4,4,1,4,3,3,0.0,satisfied
Female,Loyal Customer,38,251,2,3,3,3,2,2,2,2,1,1,4,4,3,2,0,8.0,neutral or dissatisfied
Female,Loyal Customer,27,627,0,0,0,3,2,0,2,2,2,2,3,1,1,2,83,69.0,satisfied
Male,Loyal Customer,12,420,3,4,3,4,2,3,2,2,4,2,5,5,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,47,1389,3,2,2,2,4,4,3,3,3,3,3,2,3,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,52,405,2,4,1,4,1,3,4,3,3,2,3,1,3,4,40,42.0,neutral or dissatisfied
Female,Loyal Customer,69,2585,2,5,2,5,3,4,4,3,3,2,3,5,3,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,33,451,5,4,5,4,4,5,4,4,4,3,4,4,3,4,0,0.0,satisfied
Male,Loyal Customer,9,2039,2,2,2,2,2,2,3,2,4,1,3,3,3,2,7,0.0,neutral or dissatisfied
Male,Loyal Customer,53,296,4,5,5,5,4,4,4,4,4,4,4,3,4,4,13,11.0,satisfied
Female,Loyal Customer,49,2585,2,4,4,4,2,2,2,3,2,2,3,2,3,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,41,1010,5,5,5,5,2,2,3,4,4,5,4,4,4,1,0,0.0,satisfied
Female,Loyal Customer,10,529,1,4,1,3,1,1,1,1,4,2,5,5,5,1,8,7.0,neutral or dissatisfied
Female,Loyal Customer,26,345,2,3,2,4,3,2,3,3,3,5,4,3,4,3,32,14.0,neutral or dissatisfied
Female,Loyal Customer,38,606,1,5,1,2,4,1,4,4,5,2,4,3,4,4,87,109.0,neutral or dissatisfied
Female,Loyal Customer,50,431,4,5,4,3,2,4,4,2,2,4,2,4,2,5,0,15.0,neutral or dissatisfied
Male,Loyal Customer,34,550,2,0,2,5,2,2,2,2,5,3,5,5,5,2,0,0.0,neutral or dissatisfied
Female,disloyal Customer,62,320,3,3,3,3,1,3,1,1,4,5,3,3,3,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,7,429,3,3,3,3,5,3,5,5,5,2,2,5,4,5,2,10.0,neutral or dissatisfied
Male,Loyal Customer,64,651,2,4,2,3,2,2,2,2,1,2,3,2,4,2,43,32.0,neutral or dissatisfied
Female,Loyal Customer,33,2611,3,1,5,1,3,3,3,3,4,1,3,3,2,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,50,109,3,4,3,4,4,4,4,3,3,3,3,1,3,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,54,691,5,3,3,3,5,5,5,5,4,5,3,1,3,5,64,58.0,satisfied
Male,Loyal Customer,21,767,1,3,1,1,1,1,1,1,4,2,1,1,2,1,5,,neutral or dissatisfied
Male,Loyal Customer,36,634,5,1,1,1,5,5,5,5,2,2,5,4,5,5,0,0.0,satisfied
Male,Loyal Customer,58,717,1,4,1,3,2,1,3,2,3,5,5,3,5,2,5,0.0,neutral or dissatisfied
Male,Loyal Customer,38,115,4,1,4,4,4,4,4,4,1,2,2,2,2,4,0,0.0,neutral or dissatisfied
Female,disloyal Customer,38,996,4,4,4,4,5,4,4,5,5,5,4,1,2,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,47,101,1,4,1,4,5,5,4,3,3,1,3,4,3,5,0,4.0,neutral or dissatisfied
Female,Loyal Customer,40,543,3,5,5,5,4,5,4,4,5,4,5,5,5,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,12,257,3,3,3,3,5,3,5,5,3,3,4,5,3,5,35,47.0,neutral or dissatisfied
Female,Loyal Customer,69,601,3,4,3,3,4,4,2,3,3,3,3,4,3,2,0,7.0,neutral or dissatisfied
Male,Loyal Customer,47,447,3,4,4,4,4,3,4,4,2,5,3,1,4,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,42,120,5,2,1,2,5,5,5,5,3,5,1,1,1,5,0,0.0,satisfied
Female,Loyal Customer,34,867,4,5,5,4,1,5,1,1,5,3,4,2,1,1,29,33.0,neutral or dissatisfied
Female,Loyal Customer,54,888,2,5,2,3,3,4,5,5,5,2,5,3,5,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,34,436,3,4,4,4,3,2,3,3,3,1,3,1,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,38,789,5,5,5,5,5,5,5,5,4,3,3,3,5,5,15,6.0,satisfied
Female,Loyal Customer,26,762,1,3,1,3,3,1,2,3,1,2,3,4,4,3,63,44.0,neutral or dissatisfied
Female,Loyal Customer,46,500,4,3,2,4,2,3,3,4,4,2,4,1,4,4,0,0.0,satisfied
Male,Loyal Customer,12,188,1,4,1,5,1,1,1,1,3,3,5,5,4,1,14,6.0,neutral or dissatisfied
Female,disloyal Customer,41,641,3,3,3,3,3,3,3,3,4,5,3,3,4,3,62,62.0,neutral or dissatisfied
Female,disloyal Customer,26,1154,1,1,1,4,3,1,4,3,2,1,3,2,4,3,7,18.0,neutral or dissatisfied
Female,Loyal Customer,24,1192,4,4,4,1,5,4,5,5,3,5,3,4,4,5,5,0.0,neutral or dissatisfied
Female,Loyal Customer,50,386,3,4,3,1,5,4,5,3,3,3,3,5,3,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,40,150,3,5,5,5,3,3,3,3,1,2,2,3,2,3,0,0.0,satisfied
Female,Loyal Customer,24,358,4,3,3,3,4,4,5,4,1,5,4,5,4,4,0,0.0,satisfied
Male,Loyal Customer,58,173,1,5,0,1,0,3,3,3,1,3,4,3,5,3,150,155.0,neutral or dissatisfied
Female,Loyal Customer,55,364,2,2,2,2,1,4,4,2,2,2,2,1,2,4,17,17.0,neutral or dissatisfied
Male,Loyal Customer,13,937,1,3,1,2,2,1,2,2,3,1,1,5,3,2,0,20.0,neutral or dissatisfied
Female,Loyal Customer,58,761,2,4,2,2,4,4,5,3,3,2,4,4,3,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,40,351,1,3,1,3,3,1,4,3,1,1,2,4,2,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,26,2496,2,5,2,4,5,2,5,5,2,1,5,3,3,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,50,846,2,3,5,5,2,3,4,3,3,2,3,3,3,4,24,11.0,neutral or dissatisfied
